File Name,ahashdiff,dhashdiff,percent,ahashdiffOtsu,label
08s920106da_L4_1212b_010610a_45_16_ROI2_OPOK.png,5,22,0.10772557499508552,5,NG
109960074a0_L5_0125a_012608a_1_32_ROI0_OPOK.png,56,18,3.1237654320987653,56,NG
109960074a0_L5_0125a_012608a_41_9_ROI0_OPOK.png,14,13,0.7616605616605616,7,NG
109960074a0_L9_0125a_012608a_11_40_ROI0_OPOK.png,42,21,1.7586206896551724,42,NG
109960074a0_L9_0125a_012608a_11_48_ROI0_OPOK.png,63,20,100.0,63,NG
109960074a0_L9_0125a_012608a_26_7_ROI0_OPOK.png,44,21,1.9391891891891893,43,NG
109960074a0_L9_0125a_012608a_76_16_ROI0_OPOK.png,36,24,8.107231920199501,35,NG
10s920121ef_L2_0807a_010710a_15_11_ROI0_OPOK.png,34,24,1.2685185185185186,36,NG
10s920121ef_L2_0807a_010710a_15_17_ROI0_OPOK.png,42,27,1.2651515151515151,42,NG
10s920121ef_L2_0807a_010710a_425_3_ROI0_OPOK.png,29,21,1.81697687535251,28,NG
10s920121ef_L2_0807a_010710a_52_104_ROI0_OPOK.png,0,24,0.15278318411833397,0,NG
10s920121ef_L4_0807a_010606b_119_21_ROI0_OPOK.png,40,29,1.0817594433399602,41,NG
10s920121ef_L4_0807a_010606b_119_23_ROI0_OPOK.png,38,25,1.0418981481481482,39,NG
10s920121ef_L4_0807a_010606b_133_19_ROI0_OPOK.png,27,34,2.049264705882353,29,NG
10s920121ef_L4_0807a_010606b_21_3_ROI0_OPOK.png,42,21,1.4348502528199145,42,NG
10s920121ef_L4_0807a_010606b_67_2_ROI0_OPOK.png,41,30,1.5897985426489498,43,NG
10s920121ef_L9_0807a_010715a_102_100_ROI0_OPOK.png,27,29,1.8298865910607072,27,NG
10s920121ef_L9_0807a_010715a_102_69_ROI0_OPOK.png,34,30,1.8378119001919386,36,NG
10s920121ef_L9_0807a_010715a_102_70_ROI0_OPOK.png,37,23,1.833225806451613,38,NG
